person_id,name,birthday,description
52851,Paula Patton,1975-12-05,"Paula Maxine Patton (born December 5, 1975) is an American actress. She is mostly known for her appearances in the films Idlewild (2006), Déjà Vu (2006), Mirrors (2008), Precious (2009), Just Wright (2010), and Jumping the Broom (2011).<br><br>Description above from the Wikipedia article Paula Patton, licensed under CC-BY-SA, full list of contributors on Wikipedia."
66586,Mariah Carey,1969-03-27,"Mariah Carey (born March 27, 1970 or 1969; sources vary) is an American R&amp;B/pop singer-songwriter, record producer and actress. She made her recording debut in 1990 under the guidance of Columbia Records executive Tommy Mottola, and became the first recording artist to have her first five singles top the U.S. Billboard Hot 100 chart. Following her marriage to Mottola in 1993, a series of hit records including ""Dreamlover"", ""Hero"" and ""Without You"" from the diamond album Music Box established her position as Columbia Records' highest-selling act.<br><br>Following her separation from Mottola in 1997, she introduced elements of hip hop into her album work, to much initial success, but when she left Columbia in 2001 her popularity was in decline. She signed an unprecedented $100 million deal with Virgin Records, only to be dropped from the label and bought out of her contract in the following year. This radical turn of events was due to the highly publicized physical and emotional breakdown, as well as the poor reception that was given to Glitter, her film and soundtrack project. In 2002 Carey signed a $24 million deal with Island Records, and after a relatively unsuccessful period, she returned to the top of pop music in 2005 with her album The Emancipation of Mimi. The album became the best-selling album of the 2000s decade and its single, ""We Belong Together,"" became her most successful solo single of her music career and was also awarded Song of the Decade by Billboard.<br><br>In a career spanning over two decades, Carey has sold more than 200 million albums, singles, and videos worldwide, according to Island Def Jam, which makes her one of the world's best-selling music artists. Carey was cited as the world’s best-selling recording artist of the 1990s at the World Music Awards in 1998, and was named the best-selling female artist of the millennium by the same awards show in 2000. According to the Recording Industry Association of America (RIAA), she is the third-best-selling female artist, with shipments of 63 million albums in the U.S. In 2006 Carey was listed in 6th place on the Forbes Richest 20 Woman In Entertainment list. In April 2008, ""Touch My Body"" became Carey's eighteenth number one single on the Hot 100, the most by any solo artist. Carey was included in Time magazine's 100 Most Influential People in the world in 2008. Carey starred in the film Precious (2009), which earned her a Breakthrough Performance Award at the Palm Springs International Film Festival and an NAACP Image Award nomination.<br><br>Aside from her commercial accomplishments, she composes all her own material, has earned five Grammy Awards, seventeen World Music Awards, and is known for her five-octave vocal range, power, melismatic style and signature use of the whistle register.<br><br>Description above from the Wikipedia article Mariah Carey, licensed under CC-BY-SA, full list of contributors on Wikipedia."
77069,Lenny Kravitz,1964-05-26,
109561,Sherri Shepherd,1967-04-22,"From Wikipedia, the free encyclopedia.<br><br>Sherri Evonne Shepherd (born April 22, 1967) is an American comedienne, actress, and television personality. She is one of five co-hosts on the ABC daytime talkshow, The View, as well as being the current host of the Newlywed Game and having a recurring role as Angie Jordan on the NBC series 30 Rock. As an actress, she has starred in the sitcom Less Than Perfect and her own sitcom Sherri on Lifetime.<br><br>Description above from the Wikipedia article Sherri Shepherd, licensed under CC-BY-SA, full list of contributors on Wikipedia."
109562,Stephanie Andujar,1986-07-15,"​From Wikipedia, the free encyclopedia.  <br><br>Stephanie Andujar is an American actress.<br><br>Description above from the Wikipedia article Stephanie Andujar, licensed under CC-BY-SA, full list of contributors on Wikipedia."
109563,Chyna Layne,\N,"Chyna Layne is a New York-born Jamaican actress who has appeared in a number of films and television productions, including the movie Precious, the television movie Life Support, and the television drama Push. She has appeared in over 30 independent films and has been touted as the modern day Diahann Carroll. She has also been featured on the cover of Fearless magazine."
20019,Lee Daniels,1959-12-24,"From Wikipedia, the free encyclopedia.<br><br>Lee Louis Daniels (born December 24, 1959) is an American actor, film producer, and director. He produced Monster's Ball and directed the film Precious, which received six Academy Award nominations, including Best Director; the film won two of the awards.<br><br>Description above from the Wikipedia article Lee Daniels, licensed under CC-BY-SA, full list of contributors on Wikipedia."
21282,William Hickey,1927-09-19,"From Wikipedia, the free encyclopedia.<br><br>William Edward Hickey (September 19, 1927 – June 29, 1997) was an American actor. He was best known for his Oscar-nominated role as Don Corrado Prizzi in the John Huston 1985 film Prizzi's Honor, as well as the voice of Dr. Finklestein in Tim Burton's The Nightmare Before Christmas (1993).<br><br>Description above from the Wikipedia article William Hickey (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia."
21283,Lee Richardson,1926-09-01,
13938,Michael Lombard,1934-08-08,
5657,Anjelica Huston,1951-07-08,"Anjelica Huston (born July 8, 1951) is an American actress. Huston became the third generation of her family to win an Academy Award, for her performance in 1985's Prizzi's Honor, joining her father, director John Huston, and grandfather, actor Walter Huston. She later was nominated in 1989 and 1990 for her acting in Enemies, a Love Story and The Grifters respectively. Among her roles, she starred as Morticia Addams in The Addams Family (1991) and Addams Family Values (1993), receiving Golden Globe nominations for both. More recently, she is known for her frequent collaborations with director Wes Anderson.<br><br>Description above from the Wikipedia article Anjelica Huston, licensed under CC-BY-SA, full list of contributors on Wikipedia."
21284,Ann Selepegno,\N,
11147,John Cassavetes,1929-12-09,"From Wikipedia, the free encyclopedia<br><br>John Nicholas Cassavetes (December 9, 1929 – February 3, 1989) was an American actor, screenwriter and filmmaker. He appeared in many Hollywood films. He is most notable as a pioneer of American independent film. His films are noted for their use of improvisation and a realistic cinéma vérité style.<br><br>Description above from the Wikipedia article John Cassavetes, licensed under CC-BY-SA, full list of contributors on Wikipedia."
4970,Ruth Gordon,1896-10-30,"From Wikipedia, the free encyclopedia.<br><br>Ruth Gordon Jones (October 30, 1896 – August 28, 1985), better known as Ruth Gordon, was an American actress and writer.[1] She was perhaps best known for her film roles such as Minnie Castevet, Rosemary's overly solicitous neighbor in Rosemary's Baby, as the eccentric Maude in Harold and Maude and as the mother of Orville Boggs in the Clint Eastwood film Every Which Way but Loose. In addition to her acting career, Gordon wrote numerous well-known plays, film scripts and books. Gordon won an Academy Award, an Emmy and two Golden Globe awards for her acting.<br><br>Description above from the Wikipedia article Ruth Gordon, licensed under CC-BY-SA, full list of contributors on Wikipedia"
12022,Sidney Blackmer,1895-07-13,"From Wikipedia, the free encyclopedia.<br><br>            Sidney Alderman Blackmer (13 July 1895 – 6 October 1973) was an American actor.<br><br>Blackmer was born and raised in Salisbury, North Carolina. He started off in an insurance and financial business but gave up on it. While working as a builder's laborer on a new building, he saw a Pearl White serial being filmed and immediately decided to go into acting. Blackmer went to New York hoping to act on the stage. While in the city, he took jobs and extra work at various film studios at the then motion picture capital, Fort Lee, New Jersey, including a bit part in the highly popular serial, The Perils of Pauline (1914).<br><br>He made his Broadway debut in 1917, but his career was interrupted by service in the U.S. military in World War I. After the war, he returned to the theatre and in 1929 returned to motion pictures and went on to be a major character actor in more than 120 films. He won the 1950 Tony Award for Best Actor (Drama) for his role in the Broadway play, Come Back, Little Sheba.<br><br>In film, Blackmer is remembered for his more than a dozen portrayals of U.S. President Theodore Roosevelt and for his role in the Academy Award-winning 1968 Roman Polanski film about urban New York witches, Rosemary's Baby, in which he played an over-solicitous neighbor.<br><br>A humanitarian, Blackmer served as the national vice president of the United States Muscular Dystrophy Association. In 1972, he was honored with the North Carolina Award in the Fine Arts category. It is the state of North Carolina's highest civilian award. On his passing in 1973, Blackmer was interred in the Chestnut Hill Cemetery in his hometown of Salisbury, North Carolina.<br><br>Description above from the Wikipedia article Sidney Blackmer   licensed under CC-BY-SA, full list of contributors on Wikipedia."
12023,Maurice Evans,1901-06-03,
12024,Victoria Vetri,1944-09-26,"From Wikipedia, the free encyclopedia<br><br>Victoria Vetri (born September 26, 1944) is an American model and actress.<br><br>Vetri was born in San Francisco, California<br><br> to parents who were immigrants from Italy. She attended Hollywood High <br><br>School in Hollywood, California between 1959 and 1963 and later studied <br><br>art at Los Angeles City College. She began acting and modelling in her teens. Vetri is a singer and dancer who once turned down the voice dub for Natalie Wood in West Side Story (1961). Of this she remarked ""I did not want to be known as a standby."" She also auditioned for the title role in the Stanley Kubrick adaptation of Lolita but lost the role to Sue Lyon. She also writes poetry and plays guitar.<br><br>Description above from the Wikipedia article Victoria Vetri, licensed under CC-BY-SA, full list of contributors on Wikipedia."
12025,Patsy Kelly,1910-01-12,"Patsy Kelly was born on January 12, 1910 in Brooklyn, New York, USA as  Bridget Sarah Veronica Rose Kelly. She was an actress, known for Rosemary's Baby (1968), Freaky Friday (1976) and The Naked Kiss (1964). She died on September 24, 1981 in Woodland Hills, Los Angeles, California, USA."
57138,Tony Bill,1940-08-23,"From Wikipedia, the free encyclopedia.  Gerard Anthony ""Tony"" Bill (born 23 August 1940) is an American actor, producer, and director. He produced the 1973 movie The Sting, for which he shared the Academy Award for Best Picture with Michael Phillips and Julia Phillips. The Sting became one of the highest grossing films in history.<br><br>He majored in English and art at the University of Notre Dame in South Bend, Indiana, from which he graduated in 1962. Bill began his career as an actor in the 60s, first appearing on screen as Frank Sinatra's ingenuous younger brother in Come Blow Your Horn (1963). Bill specialized in likeable but none-too-bright juveniles and young leads. His acting credits include None But the Brave (1965), You're A Big Boy Now (1966), Never a Dull Moment (1968), Ice Station Zebra (1968), Shampoo (1975), The Little Dragons (1980), Pee-wee's Big Adventure (1985), and Less Than Zero (1987).<br><br>Bill continued to act in TV-movies, miniseries, and guest spots though with decreasing frequency as he segued into directing. He appeared in the 1966 episode ""Chaff In The Wind"" of the long running western The Virginian. He then appeared in 1967 episode ""The Predators"" of NBC's western series The Road West starring Barry Sullivan.<br><br>In 1980, Bill directed his first film, My Bodyguard. From there he went on to direct Six Weeks (1982), Five Corners (1987), Crazy People (1990) A Home of Our Own (1993), and Flyboys (2006) which Bill claims was one of the first features shot entirely with digital cameras. In television Bill directed Truman Capote's One Christmas, Harlan County War, and Pictures of Hollis Woods, among others.<br><br>In 2009, Bill published the book Movie Speak: How to Talk Like You Belong on a Film Set. The book traces the etymology of the language of the movie set and is filled out with stories from the Bill's career in film.<br><br>From 1984-2000, he co-owned with Dudley Moore the celebrated 72 Market Street, a restaurant in Venice, California.<br><br>He is married to his second wife, the former Helen Buck Bartlett, his producer/partner in Barnstorm Films in Venice. The couple have two daughters, Madeline and Daphne.<br><br>Description above from the Wikipedia article Tony Bill, licensed under CC-BY-SA,full list of contributors on Wikipedia."
9597,George Furth,1932-12-14,
16097,Jay Robinson,1930-04-14,"From Wikipedia, the free encyclopedia<br><br>Jay Robinson (born April 14, 1930) is an American actor specialising in character roles. He was born in New York City, New York.<br><br>Description above from the Wikipedia article Jay Robinson, licensed under CC-BY-SA, full list of contributors on Wikipedia."
16935,Geena Davis,1956-01-21,"Virginia Elizabeth ""Geena"" Davis (born January 21, 1956)  is an American actress, film producer, writer, former fashion model, and a women's Olympics archery team semi-finalist. She is known for her roles in The Fly, Beetlejuice, Thelma &amp; Louise, A League of Their Own, and The Accidental Tourist, for which she won the 1988 Academy Award for Best Supporting Actress. In 2005, she won the Golden Globe Award for Best Actress – Television Series Drama for her role in Commander in Chief.<br><br>Description above from the Wikipedia article Geena Davis, licensed under CC-BY-SA, full list of contributors on Wikipedia ."
87007,Amy Wright,1950-04-15,"From Wikipedia, the free encyclopedia<br><br>Amy Wright (born April 15, 1950) is an American actress. She has appeared in such films as The Deer Hunter, Breaking Away, The Amityville Horror, Heartland, Wise Blood, Stardust Memories, The Accidental Tourist, Hard Promises, Crossing Delancey and Miss Firecracker. Wright is married to actor Rip Torn and the couple have two daughters. Wright is a graduate of the University of Chicago Laboratory School and Beloit College. She also starred with Eric Schweig in The Scarlet Letter and Tom and Huck (both made in 1995). She starred in the original production of Breakfast with Les and Bess as Shelby. Wright currently is on the faculty of HB Studio in New York City. Description above from the Wikipedia article Amy Wright, licensed under CC-BY-SA, full list of contributors on Wikipedia."
28010,David Ogden Stiers,1942-10-31,"From Wikipedia, the free encyclopedia<br><br>David Ogden Stiers (born October 31, 1942) is an American actor, director, vocal actor, and musician, noted for his role in the television series MAS*H as Major Charles Emerson Winchester III and the science fiction drama The Dead Zone as Reverend Gene Purdy. He was also known for his character Attorney Michael Reston in the Perry Mason TV Movies.<br><br>Description above from the Wikipedia article David Ogden Stiers, licensed under CC-BY-SA, full list of contributors on Wikipedia."
42157,Ed Begley Jr.,1949-09-16,"​From Wikipedia, the free encyclopedia<br><br>Edward James ""Ed"" Begley, Jr. (born September 16, 1949) is an American actor and environmentalist. Begley is perhaps best known for his role as Dr. Mark Craig's intern, Dr. Victor Ehrlich, on the television series St. Elsewhere, for which he received six consecutive Emmy Award nominations. He currently has a reality show about green living called Living With Ed on Planet Green with his wife, actress Rachelle Carson.<br><br>Description above from the Wikipedia article Ed Begley, Jr., licensed under CC-BY-SA, full list of contributors on Wikipedia."
8984,Bill Pullman,1953-12-17,"William James ""Bill"" Pullman (born December 17, 1953) is an American film, television, and stage actor. Pullman made his film debut in the supporting role of Earl Mott in the 1986 film Ruthless People. He has since gone on to star in other films, including Spaceballs, Independence Day, Lost Highway, Casper and Scary Movie 4. He has starred in a number of plays and is also a Jury Member for Filmaka.<br><br>Description above from the Wikipedia article Bill Pullman, licensed under CC-BY-SA, full list of contributors on Wikipedia"
84598,Robert Hy Gorman,1980-04-03,
8844,Lawrence Kasdan,1949-01-14,"From Wikipedia, the free encyclopedia.  Lawrence Edward ""Larry"" Kasdan (born January 14, 1949) is an American film producer, director and screenwriter.<br><br>Description above from the Wikipedia article Lawrence Kasdan, licensed under CC-BY-SA, full list of contributors on Wikipedia"
3967,Kate Beckinsale,1973-07-26,"Kathryn Bailey ""Kate"" Beckinsale is an English actress. She first gained notice, while a student at Oxford University, for making her debut in the film adaptation of Shakespeare's Much Ado About Nothing. Throughout the 1990s, she worked on both film and television, most notably by portraying the title character in the 1996 BBC television series Emma. In 2001, Beckinsale garnered international recognition when she was cast as the romantic lead opposite Ben Affleck in her breakthrough film, Pearl Harbor (2001). Since then, she has portrayed a variety of characters in projects such as Underworld (2003), The Aviator (2004), and Van Helsing (2004). In 2008, she earned a Critic's Choice Award nomination for her performance in Nothing But the Truth. Born in Finsbury Park, London, Beckinsale is the daughter of actor Richard Beckinsale, who died from a heart attack in 1979, and actress Judy Loe. She has a paternal half-sister, Samantha, who is also an actress. Her paternal grandfather was half Burmese, and she has said that she was ""very oriental-looking"" as a child."
4764,John C. Reilly,1965-05-24,"John Christopher Reilly (born May 24, 1965), better known as John C. Reilly is an American film and theatre actor. Debuting in Casualties of War in 1989, he is one of several actors whose careers were launched by Brian De Palma. To date, he has appeared in more than fifty films, including three separate films in 2002, each of which was nominated for the Academy Award for Best Picture. He was nominated for an Academy Award for Best Supporting Actor for his role in Chicago and a Grammy Award for the song ""Walk Hard"", which he performed in Walk Hard: The Dewey Cox Story. Description above from the Wikipedia article John C. Reilly, licensed under CC-BY-SA, full list of contributors on Wikipedia."
19328,Dick Powell,1904-11-14,"Richard Ewing ""Dick"" Powell (November 14, 1904 – January 2, 1963) was an American singer, actor, producer, director and studio boss.<br><br>Born in Mountain View, the seat of Stone County in northern Arkansas, Powell attended the former Little Rock College in the state capital, before he started his entertainment career as a singer with the Charlie Davis Orchestra, based in the midwest. He recorded a number of records with Davis and on his own, for the Vocalion label in the late 1920s.<br><br>Powell moved to Pittsburgh, where he found great local success as the Master of Ceremonies at the Enright Theater and the Stanley Theater. In April 1930, Warner Bros. bought up Brunswick Records which at that time owned Vocalion. Warner Bros. was sufficiently impressed by Powell's singing and stage presence to offer him a film contract in 1932. He made his film debut as a singing bandleader in Blessed Event. He went on to star as a boyish crooner in movie musicals such as 42nd Street, Footlight Parade, Gold Diggers of 1933, Dames, Flirtation Walk, and On the Avenue, often appearing opposite Ruby Keeler and Joan Blondell.<br><br>Powell desperately wanted to expand his range but Warner Bros. wouldn't allow him to do so, although they did (mis)cast him in A Midsummer Night's Dream (1935) as Lysander. This was to be Powell's only Shakespearean role and one he did not want to play, feeling that he was completely wrong for the part. Finally, reaching his forties and knowing that his young romantic leading man days were behind him he lobbied to play the lead in Double Indemnity. He lost out to Fred MacMurray, another Hollywood nice guy. MacMurray’s success, however, fueled Powell’s resolve to pursue projects with greater range and in 1944, he was cast in the first of a series of films noir, as private detective Philip Marlowe in Murder, My Sweet, directed by Edward Dmytryk. The film was a big hit and Powell had successfully reinvented himself as a dramatic actor.<br><br>The following year Dmytryk and Powell re-teamed to make Cornered, a gripping, post-WWII thriller that helped define the film noir style. He became a popular ""tough guy"" lead appearing in movies such as Johnny O'Clock and Cry Danger. But 1948 saw him step out of the brutish type when he starred in Pitfall, a film noir that sees a bored insurance company worker fall for an innocent but dangerous femme fatale, played by Lizabeth Scott. Even when he appeared in lighter fare such as The Reformer and the Redhead and Susan Slept Here (1954) he never sang in his later roles. The latter, his final onscreen appearance in a feature film, did include a dance number with costar Debbie Reynolds.<br><br>From 1949-1953, Powell played the lead role in the National Broadcasting Company radio theater production Richard Diamond, Private Detective. His character in the 30-minute weekly was a likable private detective with a quick wit. When Richard Diamond came to television in 1957, the lead role was portrayed by David Janssen."
40433,Barry Sullivan,1912-08-29,"Barry Sullivan (August 29, 1912 – June 6, 1994) was an American movie actor who appeared in over 100 movies from the 1930s to the 1980s.<br><br>Born in New York City, Sullivan fell into acting when in college playing semi-pro football. During the later Depression years, Sullivan was told that because of his 6 ft 3 in (1.9 m) stature and rugged good looks he could ""make money"" simply standing on a Broadway stage. This began a successful career on Broadway, movies and television.<br><br>One of Sullivan's most memorable roles was playing a movie director in The Bad and the Beautiful opposite Kirk Douglas. Sullivan toured the US with Bette Davis in theatrical readings of the poetry of Carl Sandburg and starred opposite her in the 1951 film Payment on Demand. In 1950, Sullivan appeared in the film A Life of Her Own and replaced Vincent Price in the role of Leslie Charteris' Simon Templar on the NBC Radio show The Saint. Unfortunately, Sullivan only lasted two episodes before the show was cancelled, and then resurrected five weeks later with Vincent Price once again playing the starring role.<br><br>Sullivan's first starring TV show was a syndicated adaptation of the radio series The Man Called X for Ziv Television in 1956-1957, as secret agent Ken Thurston, the role Herbert Marshall originally portrayed before the microphone. In the 1957-1958 season, Sullivan starred in the adventure/drama television series Harbormaster. He played a commercial ship's captain, David Scott, and Paul Burke played his partner, Jeff Kittridge, in five episodes of the series, which aired first on CBS and then ABC under the revised title Adventure at Scott Island.<br><br>In 1960, Sullivan played frontier sheriff Pat Garrett opposite Clu Gulager as outlaw Billy the Kid in the western television series The Tall Man (although the series ran for seventy-five half-hour episodes, the one in which Garrett kills Billy was never filmed). Sullivan appeared in Sam Peckinpah's Pat Garrett &amp; Billy the Kid (1973) as John Chisum, but his scene was excised from the release print (though later restored to the film). He had a featured role in the 1976 miniseries Rich Man, Poor Man Book II. In additional to The Tall Man, Sullivan also starred in the television series The Road West, which aired on NBC on Monday, alternating with Perry Como), during the 1966-1967 season. Sullivan played the role of family patriarch Ben Pride.<br><br>Sullivan guest starred in many series, including The DuPont Show with June Allyson, The Reporter, The Love Boat, Little House on the Prairie, and McMillan and Wife. He starred in many Hallmark Hall of Fame specials including a highly acclaimed production of ""The Price"" opposite George C. Scott. Sullivan was consistently in demand for the entirety of his career. His acting career spanned romantic leading man roles to villains and finally to character roles. In his later years, Sullivan had roles in the films, Oh God with George Burns and Earthquake, where he shared scenes with Ava Gardner.<br><br>Sullivan has two stars on the Hollywood Walk of Fame: one at 1500 Vine St. for his work in television, and another at 6160 Hollywood Blvd. for motion pictures."
2642,Leo G. Carroll,1892-10-25,"​From Wikipedia, the free encyclopedia.  <br><br>Leo Gratten Carroll (25 October 1892 – 16 October 1972) was an English-born actor. He was best known for his roles in several Hitchcock films and The Man from U.N.C.L.E. and Topper.<br><br>Description above from the Wikipedia article Leo Gratten Carroll   licensed under CC-BY-SA, full list of contributors on Wikipedia."
3293,Rachel Weisz,1970-03-07,"Rachel Hannah Weisz (born 7 March 1970) is an English film and theatre actress and fashion model. She started her acting career at Trinity Hall, Cambridge University, where she co-founded the theatrical group Cambridge Talking Tongues. The group was awarded the Student Drama Award for the improvised piece Slight Possession during the Edinburgh Festival Fringe by The Guardian.<br><br>Weisz started working in television, appearing in Inspector Morse, the British miniseries The Scarlet and the Black, and the television movie Advocates II. She made her film debut in the 1994 film Death Machine, but her breakthrough role came in the 1996 movie Chain reaction, leading to a high-profile role as Evelyn Carnahan-O'Connell in the films The Mummy, in 1999, and The Mummy Returns in 2001. Other notable films featuring Weisz are Enemy at the Gates, About a Boy, Constantine, The Fountain and The Constant Gardener, for which she received the Academy Award for Best Supporting Actress, the Golden Globe Award for Best Supporting Actress and the Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Supporting Role.<br><br>Weisz also worked on theatre. Her stage breakthrough was the 1994 revival of Noel Coward's play Design for Living, which earned her the 'London Critics' Circle Award for the most promising newcomer. Weisz's performances also include the 1999 Donmar Warehouse production of Tennessee Williams' Suddenly Last Summer, and the 2006 revival of A Streetcar Named Desire. Her portrayal of Blanche DuBois in the latter play earned her the Critics' Circle Theatre Award for Best Actress of 2009."
6413,Danny Huston,1962-05-14,"Daniel ""Danny"" Huston (born May 14, 1962) is an American actor and director.<br><br>Description above from the Wikipedia article Danny Huston, licensed under CC-BY-SA, full list of contributors on Wikipedia."
20425,Donald Sumpter,1943-02-13,"Donald Sumpter (born 13 February 1943) is an English actor. He has appeared in film and television since the mid-1960s.  One of his early television appearances was the 1968 Doctor Who serial The Wheel in Space with Patrick Troughton as the Doctor. He appeared in Doctor Who again in the 1972 serial The Sea Devils with Jon Pertwee. He also appeared in the Doctor Who spin-off The Sarah Jane Adventures. His early film work included a lead role as real life British criminal Donald Neilson in the 1977 film, The Black Panther.<br><br>He also appeared in many television films and serials, including adaptations of Dickens' novels: Nicholas Nickleby in 2001, Great Expectations in 1999 and Bleak House in 1985. Also in 1985, he was remembered for the part of villain Ronnie Day in Big Deal. He played the part of suspected serial killer Alexander Bonaparte Cust in the (1992) Agatha Christie's Poirot episode, The ABC Murders. He has also appeared in episodes of Midsomer Murders, The Bill, Holby City, and A Touch of Frost. He also had a recurring role as Uncle Ginger in the Children's BBC series The Queen's Nose. He played Harold Chapple in Our Friends in the North, and portrayed the physicist Max Planck in Einstein and Eddington. He has also been seen as Kemp in the horror-drama series Being Human. In 2011 he portrayed Maester Luwin in the HBO series Game of Thrones.<br><br>His film appearances include The Constant Gardener (2005), K-19: The Widowmaker (2002), Enigma (2001) and Ultramarines: The Movie (2010)."
7025,Richard McCabe,1960,"From Wikipedia, the free encyclopedia.<br><br>Richard McCabe (born 1960) is a Scottish actor.<br><br>Description above from the Wikipedia article Richard McCabe, licensed under CC-BY-SA, full list of contributors on Wikipedia.​"
5418,Hubert Koundé,1970-12-30,"Hubert Koundé is a French actor and film director. Koundé is best known for his role as Hubert in the film La Haine by Mathieu Kassovitz. He is also the author of a play: ""Cagoule: Valentine and Yamina,"" performed in 2003 (Cagoule: Valentin et Yamina, montée en 2003). He made two short films: Qui se ressemble s'assemble and Menhir, and co-directed a feature film: Paris, la métisse. He has also worked on English language films such as The Constant Gardener.<br><br>He spent his childhood between France and Benin where he was born."
8557,Fernando Meirelles,1955-11-09,"From Wikipedia, the free encyclopedia.<br><br>Fernando Meirelles (born November 9, 1955 in São Paulo, Brazil) is a Brazilian film director.<br><br>He was nominated for an Academy Award for Best Director in 2004 for his work in the Brazilian film City of God, released in 2002 in Brazil and in 2003 in the U.S. by Miramax Films. He was also nominated for the Golden Globe Best Director award in 2005 for The Constant Gardener.<br><br>Description above from the Wikipedia article Fernando Meirelles, licensed under CC-BY-SA, full list of contributors on Wikipedia."
227454,Alicia Vikander,1988-10-03,"Alicia Vikander is a talent to watch in world cinema. She was named one of the Shooting Stars, representing her native Sweden, for the 2011 Berlin International Film Festival; and was named the Rising Star at the 2010 Stockholm Film Festival.<br><br>These honors followed her breakthrough performance in Lisa Langseth’s Pure, which brought her a Guldbagge Award (Sweden’s official film award, given annually since 1964 by the Swedish Film Institute), also known as the Golden Bug Award, for Best Actress. Ms. Vikander’s earlier acting credits include short films, miniseries, and television series.<br><br>Following Pure, she has starred in several features. These include Ella Lemhagen’s The Crown Jewels, opposite another Shooting Star honoree (and Anna Karenina player), Bill Skarsgård; Nikolaj Arcel’s A Royal Affair, which was honored at the 2012 Berlin International Film Festival with awards for Best Screenplay (Mr. Arcel and Rasmus Heisterberg) and Best Actor (Mikkel Boe Følsgaard), and which also starred Mads Mikkelsen; and, for release in the fall of 2013, Sergei Bodrov’s The Seventh Son, with Jeff Bridges, Julianne Moore, Ben Barnes, and Olivia Williams of Anna Karenina."
73381,Matthias Schoenaerts,1977-12-08,"Matthias Schoenaerts (born December 8, 1977) is a Belgian actor, producer and graffiti artist. He made his film debut at the age of 13 in Daens (1992), which was nominated for the Academy Award for Best Foreign Language Film.<br><br>Description above from the Wikipedia article Matthias Schoenaerts, licensed under CC-BY-SA, full list of contributors on Wikipedia."
55085,Amber Heard,1986-04-22,"Amber Laura Heard (born April 22, 1986) is an American actress. She played the lead and title character in All the Boys Love Mandy Lane, which debuted at the Toronto International Film Festival in 2006. Heard's first starring role came in 2007 on the CW television show Hidden Palms. Her breakthrough came in 2008 with roles in Never Back Down and Pineapple Express. In 2009, Heard starred in The Stepfather and also had a small role in the horror-comedy Zombieland. She next starred in The Joneses and And Soon the Darkness (both 2010), John Carpenter's The Ward, alongside Nicolas Cage in Drive Angry, and alongside Johnny Depp in The Rum Diary.<br><br>Description above from the Wikipedia article Amber Heard, licensed under CC-BY-SA, full list of contributors on Wikipedia."
17064,Ben Whishaw,1980-10-14,"From Wikipedia, the free encyclopedia<br><br>Benjamin John ""Ben"" Whishaw (born 14 October 1980) is an English actor who trained at the Royal Academy of Dramatic Art. Whishaw is best known for his breakthrough role as Hamlet, his roles in the television series Nathan Barley, Criminal Justice, The Hour and London Spy; and film roles including Perfume: The Story of a Murderer (2006), I'm Not There (2007), Bright Star (2009), Brideshead Revisited (2008), Cloud Atlas (2012), The Lobster (2015) and Suffragette (2015). He has also played the role of Q in the James Bond films starting with Skyfall (2012), and was the voice of Paddington Bear in the 2014 film, Paddington."
36666,Pip Torrens,\N,"From Wikipedia, the free encyclopedia. <br><br>Pip Torrens (born June 2, 1960) is an English actor. He studied English Literature at Trinity College, Cambridge. His television appearances include Consenting Adults, two episodes of Doctor Who (""Human Nature""/""The Family of Blood""), Green Wing,Silk, The Government Inspector (as John Scarlett), The Last Detective and DI Torrens for a few episodes in The Bill in 2001. He has also appeared in a 2008 series of UK television advertisements for First Direct, with Matthew King. In 2011, he appeared in both episodes of an Outnumbered two-part special.  In 2012 he appeared in the first episode of series 8 of Hustle and presented new gameshow The Devil's Dinner Party.  His film appearances include Tomorrow Never Dies as the captain of HMS Bedford, the 2001 film To End All Wars and voicework for Valiant.<br><br> Description above from the Wikipedia article Pip Torrens, licensed under CC-BY-SA, full list of contributors on Wikipedia."
118617,Nicholas Woodeson,1949-11-30,
